review_uid,destination,language_review,aspecto,polaridad_objetivo,stars,calidad_senal,text_clean,input_modelo,label
gm_dd5c3a968967f1ee,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,5,media,It's was amazing! Due to the protest there were very few people. The trek was long getting there and a bit costly but worth it! I booked through Victor at Tari tours. It was a bit confusing due to the coordination of bus to train. (3rd world issues?) But we did get taken care of.,aspecto: aforo_multitudes reseña: It's was amazing! Due to the protest there were very few people. The trek was long getting there and a bit costly but worth it! I booked through Victor at Tari tours. It was a bit confusing due to the coordination of bus to train. (3rd world issues?) But we did get taken care of.,
gm_034d2f34cc7bd196,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,5,media,"Magnificent place! Sometimes, weather is unpredictable and can change from very cloudy to less cloudy in an hour. A few people I met had very high expectations of seeing a clear sky at Machu Picchu. If you are one of them, my recommendation in that case don't come here during the rainy season because the weather is a lottery. Also, watch out for flies. If they bite you, the mark may not go away for months.","aspecto: aforo_multitudes reseña: Magnificent place! Sometimes, weather is unpredictable and can change from very cloudy to less cloudy in an hour. A few people I met had very high expectations of seeing a clear sky at Machu Picchu. If you are one of them, my recommendation in that case don't come here during the rainy season because the weather is a lottery. Also, watch out for flies. If they bite you, the mark may not go away for months.",
gm_a261fae3ab9ab3ea,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,5,media,"Worth it! The train ride to and from wasn’t the easiest, reservation for your access time and figuring out travel was slightly difficult. I used a tour guide that I found at the train station, I went during Covid so almost no lines and plenty of photo opps without people. My Spanish wasn’t the best back then so I ran into some challenges. Cusco is higher in elevation than Machu Picchu. So do yourself a favor and explore that gorgeous city while you visit this place.","aspecto: aforo_multitudes reseña: Worth it! The train ride to and from wasn’t the easiest, reservation for your access time and figuring out travel was slightly difficult. I used a tour guide that I found at the train station, I went during Covid so almost no lines and plenty of photo opps without people. My Spanish wasn’t the best back then so I ran into some challenges. Cusco is higher in elevation than Machu Picchu. So do yourself a favor and explore that gorgeous city while you visit this place.",
gm_aa3bdd653c18c0c8,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,5,media,"Amazing!!! I'd highly recommend getting the 6am tickets and getting to the bus stop before 5:30 to be one of the first in. It was still a bit foggy when we arrived, but it was incredible to see Machu Picchu with so few people around. Incredible views everywhere, and though it was challenging (especially for our 10 year old) the hike up Waynapicchu was well worth it. The hike took us about 2.5 hours, including almost an hour waiting at one of the upper terraces for the fog to clear so we could get some cool pics of Machu Picchu from above. I was concerned they might be strict about backpack size because they listed very specific dimensions online, but we were able to bring our packs in just fine. We didn't have huge backpacking frame packs or anything, but they were 22 or so liter sized Osprey and CamelBak day hiking packs. Awesome experience!!","aspecto: aforo_multitudes reseña: Amazing!!! I'd highly recommend getting the 6am tickets and getting to the bus stop before 5:30 to be one of the first in. It was still a bit foggy when we arrived, but it was incredible to see Machu Picchu with so few people around. Incredible views everywhere, and though it was challenging (especially for our 10 year old) the hike up Waynapicchu was well worth it. The hike took us about 2.5 hours, including almost an hour waiting at one of the upper terraces for the fog to clear so we could get some cool pics of Machu Picchu from above. I was concerned they might be strict about backpack size because they listed very specific dimensions online, but we were able to bring our packs in just fine. We didn't have huge backpacking frame packs or anything, but they were 22 or so liter sized Osprey and CamelBak day hiking packs. Awesome experience!!",
gm_4acdf2a489150d56,Santuario Histórico de Machu Picchu,es,aforo_multitudes,positivo,5,media,"El santuario de Machu Picchu, orgullo peruano y un lugar que te llena de energía y paz. Ver su increíble belleza es de las mejores sensaciones de viajar. Tips: Si van en temporada de lluvia, comprar sus entradas en horarios de 11am- 3pm ya que habrá más posibilidad de ver el cielo despejado.","aspecto: aforo_multitudes reseña: El santuario de Machu Picchu, orgullo peruano y un lugar que te llena de energía y paz. Ver su increíble belleza es de las mejores sensaciones de viajar. Tips: Si van en temporada de lluvia, comprar sus entradas en horarios de 11am- 3pm ya que habrá más posibilidad de ver el cielo despejado.",
gm_0238cbe3d5228cf5,Santuario Histórico de Machu Picchu,es,aforo_multitudes,positivo,4,media,"Es un lugar que contrapone dos estados de ánimo: lo majestuoso y mágico y lo mundano y populoso. Si se tiene la suerte de poder tener un minuto sin gente cerca, uno puede conectarse con el lugar. Pero debido a la cantidad de visitantes diarios, hace que casi te estén empujando para continuar camino. No obstante es digno de conocerse.","aspecto: aforo_multitudes reseña: Es un lugar que contrapone dos estados de ánimo: lo majestuoso y mágico y lo mundano y populoso. Si se tiene la suerte de poder tener un minuto sin gente cerca, uno puede conectarse con el lugar. Pero debido a la cantidad de visitantes diarios, hace que casi te estén empujando para continuar camino. No obstante es digno de conocerse.",
gm_e8df4708bde9fdcd,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,4,media,"Amazing experience. The feeling is somewhat indescribable, being in the area with the mountain range all around is defenitaly worth the trek. The only downside was the crowd. I was expecting it to be busy but this was worse than Disneyland. It's almost impossible to get a pic without other people in it and they designed it to where your almost herded through. Was hard to find a peaceful spot to just take everything in... hopefully they continue to limit the amount of people they allow in each day, as of now it's just a cluster.","aspecto: aforo_multitudes reseña: Amazing experience. The feeling is somewhat indescribable, being in the area with the mountain range all around is defenitaly worth the trek. The only downside was the crowd. I was expecting it to be busy but this was worse than Disneyland. It's almost impossible to get a pic without other people in it and they designed it to where your almost herded through. Was hard to find a peaceful spot to just take everything in... hopefully they continue to limit the amount of people they allow in each day, as of now it's just a cluster.",
gm_652cd99f8fe55b3f,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,4,media,"Machu Picchu, the mystical ancient city in the clouds where llamas pose like influencers and oxygen levels drop faster than your mobile signal. Built by the Incas in the 15th century, abandoned a century later, and rediscovered in 1911 by Hiram Bingham (a real-life Indiana Jones minus the whip), this UNESCO wonder is 2,430 meters above sea level and 100% Instagrammable. Yes, it’s magical. Yes, it’s mind-blowing. But also yes, it’s crawling with more tourists than alpacas. Felt less like an Indiana Jones adventure and more like a historical-themed group tour with matching ponchos. Tip: Arrive early, breathe slowly, and pretend the crowd is part of the spiritual experience. And don’t forget to whisper a thank you to the ancient engineers who built this masterpiece without concrete or AI. It’s one of the New 7 Wonders of the World and rightfully so. But honestly? While undeniably impressive, it didn’t quite hit the jaw-drop level. More like, “Ah, so this is it,” followed by a respectful nod and a quiet craving for ceviche.","aspecto: aforo_multitudes reseña: Machu Picchu, the mystical ancient city in the clouds where llamas pose like influencers and oxygen levels drop faster than your mobile signal. Built by the Incas in the 15th century, abandoned a century later, and rediscovered in 1911 by Hiram Bingham (a real-life Indiana Jones minus the whip), this UNESCO wonder is 2,430 meters above sea level and 100% Instagrammable. Yes, it’s magical. Yes, it’s mind-blowing. But also yes, it’s crawling with more tourists than alpacas. Felt less like an Indiana Jones adventure and more like a historical-themed group tour with matching ponchos. Tip: Arrive early, breathe slowly, and pretend the crowd is part of the spiritual experience. And don’t forget to whisper a thank you to the ancient engineers who built this masterpiece without concrete or AI. It’s one of the New 7 Wonders of the World and rightfully so. But honestly? While undeniably impressive, it didn’t quite hit the jaw-drop level. More like, “Ah, so this is it,” followed by a respectful nod and a quiet craving for ceviche.",
gm_10642031a2fd734b,Santuario Histórico de Machu Picchu,en,aforo_multitudes,positivo,3,media,"Machu Picchu Is undoubtedly one of the most incredible places we've ever been too, helped by good weather and a quieter day with fewer people. However, there's a few things though that could be done to improve the experience, particularly given the hefty price tag attached to the visit. - There is zero information around the site about it's history or design. When visiting one of the wonders of the world it seems insane that zero information is provided to let people learn more about the sites rich past. I presume this is to encourage the use of guides, but regardless a small number of boards, even just indicating what certain spaces are or what they were used for, should be a minimum. - Toilets should be free. Given the amount it costs, there is no excuse for charging for the toilets at the top of the hill. If required, get people to show their tickets before being able to use the bathroom, but to outright charge is just a desperate attempt to squeeze you for a couple more dollars","aspecto: aforo_multitudes reseña: Machu Picchu Is undoubtedly one of the most incredible places we've ever been too, helped by good weather and a quieter day with fewer people. However, there's a few things though that could be done to improve the experience, particularly given the hefty price tag attached to the visit. - There is zero information around the site about it's history or design. When visiting one of the wonders of the world it seems insane that zero information is provided to let people learn more about the sites rich past. I presume this is to encourage the use of guides, but regardless a small number of boards, even just indicating what certain spaces are or what they were used for, should be a minimum. - Toilets should be free. Given the amount it costs, there is no excuse for charging for the toilets at the top of the hill. If required, get people to show their tickets before being able to use the bathroom, but to outright charge is just a desperate attempt to squeeze you for a couple more dollars",
gm_e15ceea30f179da6,Centro Histórico de Lima,es,limpieza,negativo,4,media,Todo bonito solo que en la calles aledañas debería haber limpieza de las calles porque apesta,aspecto: limpieza reseña: Todo bonito solo que en la calles aledañas debería haber limpieza de las calles porque apesta,
gm_3012fab7095a8dfc,Circuito Mágico del Agua,es,limpieza,negativo,5,media,"Es una experiencia increíble, lo mejor inicia cuando llega la noche. Eso sí aunque no te pienses meter ni anda parecido a los juegos del parque te recomiendo que lleves un polo extra de todas formas ya que te terminarás mojando por que el viento empuja el agua hacia las personas. El precio es bastante barato, pero la comida si es un poco cara aunque si quieres vivir la experiencia completa si te recomiendo comer allí dentro pero eso si no votes la basura en cualquier lado ya que en cada esquina encontrarás un bote de basura. Tenemos que cuidar el parque por más que tenga un precio en la entrada.","aspecto: limpieza reseña: Es una experiencia increíble, lo mejor inicia cuando llega la noche. Eso sí aunque no te pienses meter ni anda parecido a los juegos del parque te recomiendo que lleves un polo extra de todas formas ya que te terminarás mojando por que el viento empuja el agua hacia las personas. El precio es bastante barato, pero la comida si es un poco cara aunque si quieres vivir la experiencia completa si te recomiendo comer allí dentro pero eso si no votes la basura en cualquier lado ya que en cada esquina encontrarás un bote de basura. Tenemos que cuidar el parque por más que tenga un precio en la entrada.",
gm_d1fbbab40d697310,Reserva Nacional de Paracas,es,limpieza,negativo,5,media,"El lugar es muy bonito para relajarse y disffutar de aguas limpias, lo negativo es que algunas personas estan empezando a dejar su basura, a pesar de estar prohibido ingresar con bebidas alcoholicas, lo siguen camuflando. Otro punto es trata de llevar una sombrilla y agua, porque ahi se aprovechan los que la alquilan y los vendedores. Si vas no dejes basura, cuidemosla","aspecto: limpieza reseña: El lugar es muy bonito para relajarse y disffutar de aguas limpias, lo negativo es que algunas personas estan empezando a dejar su basura, a pesar de estar prohibido ingresar con bebidas alcoholicas, lo siguen camuflando. Otro punto es trata de llevar una sombrilla y agua, porque ahi se aprovechan los que la alquilan y los vendedores. Si vas no dejes basura, cuidemosla",
gm_1068d2f56ab3955f,Santuario Histórico de Machu Picchu,en,limpieza,negativo,4,media,I loved Machu Picchu. The only thing is that I saw a lot of garbage behind the place where you wait for the bus to come.,aspecto: limpieza reseña: I loved Machu Picchu. The only thing is that I saw a lot of garbage behind the place where you wait for the bus to come.,
gm_5b5bf03fea594747,Circuito Mágico del Agua,es,limpieza,negativo,4,media,"Muy buena experiencia, el show en la pileta central es muy bueno, debe mejorar el control de ambulantes, ya que dejan basura en el piso de sus productos. Recuerdo que antes estaban prohibidos los ambulantes dentro del parque, ya que para eso están algunos puestos de dulces y comidas.","aspecto: limpieza reseña: Muy buena experiencia, el show en la pileta central es muy bueno, debe mejorar el control de ambulantes, ya que dejan basura en el piso de sus productos. Recuerdo que antes estaban prohibidos los ambulantes dentro del parque, ya que para eso están algunos puestos de dulces y comidas.",
gm_d8cc511cc284392c,Reserva Nacional de Paracas,es,limpieza,negativo,4,media,"Gran paisaje y playa cómoda para nadadores principiantes, la misma geografía te provee de una zona sombreada y fresca, solo no olviden que es zona protegida y recojan su basura. Leave no trace.","aspecto: limpieza reseña: Gran paisaje y playa cómoda para nadadores principiantes, la misma geografía te provee de una zona sombreada y fresca, solo no olviden que es zona protegida y recojan su basura. Leave no trace.",
gm_60695f117edd8547,Santuario Histórico de Machu Picchu,en,limpieza,negativo,5,media,"One of the most amazing sights ever! Be prepared to climb stairs, so wear proper shoes. We saw many in sandals or Toms slipping all over the place. Chances of rain are great, bring a poncho. No food or drinks sold inside... Be kind and don't leave garbage around. You will not be disappointed, worth all the effort getting there.","aspecto: limpieza reseña: One of the most amazing sights ever! Be prepared to climb stairs, so wear proper shoes. We saw many in sandals or Toms slipping all over the place. Chances of rain are great, bring a poncho. No food or drinks sold inside... Be kind and don't leave garbage around. You will not be disappointed, worth all the effort getting there.",
gm_5e31beb45e08145f,Circuito Mágico del Agua,es,limpieza,negativo,5,media,Lo único malo fueron los baños portátiles 1.50 soles y todo sucio...... Después de las 9.30pm dejan entrar a las zonas que se pagan adicional del tunel,aspecto: limpieza reseña: Lo único malo fueron los baños portátiles 1.50 soles y todo sucio...... Después de las 9.30pm dejan entrar a las zonas que se pagan adicional del tunel,
gm_7b3f4f2d3e78adb1,Santuario Histórico de Machu Picchu,es,limpieza,negativo,5,media,"Es demasiado hermosa toda la cultura y muy triste su historia, muy recomendable si estás pensando venir, el lugar es muy limpio y la gente local muy cálida. Con el tiempo van a cerrarlo por la erosión del suelo. POR FAVOR NO TIRAR BASURA Y CUIDAR LA MARAVILLA","aspecto: limpieza reseña: Es demasiado hermosa toda la cultura y muy triste su historia, muy recomendable si estás pensando venir, el lugar es muy limpio y la gente local muy cálida. Con el tiempo van a cerrarlo por la erosión del suelo. POR FAVOR NO TIRAR BASURA Y CUIDAR LA MARAVILLA",
gm_6f5da61cbeb86ce5,Circuito Mágico del Agua,es,limpieza,negativo,4,media,"Este lugar que ahora es el Parque de Las Aguas es un ejemplo perfecto de como se puede hacer algo bueno, bonito y que esté al alcance de todos ir a visitarlo y disfrutar de sus atractivos. A diferencia de la gestión municipal anterior que lo había descuidado y estaba en condiciones deplorables sobre todo los baños y las fuentes en si, ahora está super limpio, ordenado y las fuentes han sido reconstruidas para ser una de las mejores locaciones para visitar en Lima.","aspecto: limpieza reseña: Este lugar que ahora es el Parque de Las Aguas es un ejemplo perfecto de como se puede hacer algo bueno, bonito y que esté al alcance de todos ir a visitarlo y disfrutar de sus atractivos. A diferencia de la gestión municipal anterior que lo había descuidado y estaba en condiciones deplorables sobre todo los baños y las fuentes en si, ahora está super limpio, ordenado y las fuentes han sido reconstruidas para ser una de las mejores locaciones para visitar en Lima.",
gm_ca8202eec2f1f8a2,Santuario Histórico de Machu Picchu,es,limpieza,negativo,5,media,"Es uno de los mejores centros turísticos. Se recomienda sacar entrada antes de la página web aunque a veces tiene falla pero con la persistencia se puede sacar entrada. A su vez pido que a quedó.que visite cuide nuestra maravilla, no saltando, ni gritando y ni botando.basura","aspecto: limpieza reseña: Es uno de los mejores centros turísticos. Se recomienda sacar entrada antes de la página web aunque a veces tiene falla pero con la persistencia se puede sacar entrada. A su vez pido que a quedó.que visite cuide nuestra maravilla, no saltando, ni gritando y ni botando.basura",
gm_d0e9405624e1149c,Circuito Mágico del Agua,es,limpieza,negativo,5,media,"Maravilloso parque creado para todos los que gustamos de pasar una tarde tranqui en familia, solo o con pareja. Lo único que no cuadra es que hayan ambulantes, eso no debió permitirse, asimismo, deben de incentivar la cultura de cuidar al parque no tirando su basura donde se les parezca.","aspecto: limpieza reseña: Maravilloso parque creado para todos los que gustamos de pasar una tarde tranqui en familia, solo o con pareja. Lo único que no cuadra es que hayan ambulantes, eso no debió permitirse, asimismo, deben de incentivar la cultura de cuidar al parque no tirando su basura donde se les parezca.",
gm_d133a580013388b4,Circuito Mágico del Agua,es,limpieza,negativo,5,media,"Una gran exhibición de fuentes ⛲ de agua. Es muy agradable recorrer este hermoso parque, se nota el esfuerzo por mantenerlo muy limpio e impecable en sus zonas verdes a pesar de la falta de cultura de muchos de sus visitantes, que se hacen los sordos ante las continuas recomendaciones para no pisar el césped y no arrojar basuras. En las noches se puede apreciar en las fuentes centrales un gran espectáculo de luces, música y agua. Algunas de las fuentes son interactivas, es decir que puedes aprovechas para jugar con el agua, es un espacio muy apropiado para llevar los niños y compartir en familia.","aspecto: limpieza reseña: Una gran exhibición de fuentes ⛲ de agua. Es muy agradable recorrer este hermoso parque, se nota el esfuerzo por mantenerlo muy limpio e impecable en sus zonas verdes a pesar de la falta de cultura de muchos de sus visitantes, que se hacen los sordos ante las continuas recomendaciones para no pisar el césped y no arrojar basuras. En las noches se puede apreciar en las fuentes centrales un gran espectáculo de luces, música y agua. Algunas de las fuentes son interactivas, es decir que puedes aprovechas para jugar con el agua, es un espacio muy apropiado para llevar los niños y compartir en familia.",
gm_d9b049623282f067,Circuito Mágico del Agua,es,limpieza,negativo,4,media,"Precio: dos zonas general y ""tanguis"" acceso cada una 5 soles. Además, si tienes necesidad de ir a un lavabo el precio es de 1,5 soles. A mejorar: no existen zonas habilitadas para personas con discapacidad, a la hora de ver el espectáculo principal, no existe una zona preferente. La suciedad, a pesar de disponer de contenedores de basura, necesario mejora vigilancia. En resumen: Parque ideal para escapar del caos de la ciudad, ideal para ir con niños.","aspecto: limpieza reseña: Precio: dos zonas general y ""tanguis"" acceso cada una 5 soles. Además, si tienes necesidad de ir a un lavabo el precio es de 1,5 soles. A mejorar: no existen zonas habilitadas para personas con discapacidad, a la hora de ver el espectáculo principal, no existe una zona preferente. La suciedad, a pesar de disponer de contenedores de basura, necesario mejora vigilancia. En resumen: Parque ideal para escapar del caos de la ciudad, ideal para ir con niños.",
gm_391ddaa3efadb7e4,Centro Histórico de Lima,es,limpieza,neutro,5,media,"Uno de los estandartes de la Ciudad de Lima, hermosa la Plaza Mayor de Lima, rodeada del Palacio de Gobierno, la Municipalidad de Lima, La Catedral y muchos locales comerciales; todo, rodeado de personal de seguridad constante, el orden y la limpieza forman parte importante de nuestra Plaza Mayor.","aspecto: limpieza reseña: Uno de los estandartes de la Ciudad de Lima, hermosa la Plaza Mayor de Lima, rodeada del Palacio de Gobierno, la Municipalidad de Lima, La Catedral y muchos locales comerciales; todo, rodeado de personal de seguridad constante, el orden y la limpieza forman parte importante de nuestra Plaza Mayor.",
gm_336b28cee2434716,Circuito Mágico del Agua,en,limpieza,neutro,3,alta,"I know it's my bad that I came during the day, which means I was fully aware of not being able to see the lights in unison with the water jets. I just felt like I'd be hella cold after dusk there. You can get quite wet here, and not even only by standing close to the water features. Few people in the afternoon, lots of areas are blocked off (interactive fountains, tunnel, one whole side of the park) which to me is a bit of a mystery why. You pay S/4 for the entrance, bathroom would be another S/0,50. Do yourself the favor and come either when dark or not at all.","aspecto: limpieza reseña: I know it's my bad that I came during the day, which means I was fully aware of not being able to see the lights in unison with the water jets. I just felt like I'd be hella cold after dusk there. You can get quite wet here, and not even only by standing close to the water features. Few people in the afternoon, lots of areas are blocked off (interactive fountains, tunnel, one whole side of the park) which to me is a bit of a mystery why. You pay S/4 for the entrance, bathroom would be another S/0,50. Do yourself the favor and come either when dark or not at all.",
gm_86b5550b88c69288,Ciudadela de Kuélap,es,limpieza,neutro,4,media,"Energética y hermosa. Visiten el lugar. Lo único a mejorar es la limpieza del guano de los caballos, atrae moscas.","aspecto: limpieza reseña: Energética y hermosa. Visiten el lugar. Lo único a mejorar es la limpieza del guano de los caballos, atrae moscas.",
gm_a7e9bfd5e4b3a204,Monasterio de Santa Catalina,en,limpieza,neutro,5,media,Such beauty and history. I recommend getting a tour guide to fullly understand everything. Then afterwards you can stay and go back through on your own. Nice restrooms there as well with toilet seats...a rare find in Peru!,aspecto: limpieza reseña: Such beauty and history. I recommend getting a tour guide to fullly understand everything. Then afterwards you can stay and go back through on your own. Nice restrooms there as well with toilet seats...a rare find in Peru!,
gm_1590e0677e481397,Museo Tumbas Reales del Señor de Sipán,es,limpieza,neutro,4,media,"Bonito lugar, bastante didactico, sin embargo la zona de aldea, no se encuentra bien conservada, y no tenia acceso. Sólo cuenta con una bateria de baños en el exterior y el aire acondicionado no se distribuye eficientemente, hay zonas sofocantes.","aspecto: limpieza reseña: Bonito lugar, bastante didactico, sin embargo la zona de aldea, no se encuentra bien conservada, y no tenia acceso. Sólo cuenta con una bateria de baños en el exterior y el aire acondicionado no se distribuye eficientemente, hay zonas sofocantes.",
gm_71c88091676113ca,Museo de Sitio Huaca Pucllana,en,limpieza,neutro,5,media,"Great experience! The tour guide was very helpful and prepared. The place is pretty warm, so make sure to bring comfortable clothes and wear sunscreen. You can burn quickly because of sun reflections inside the pyramid. ( bring an umbrella) there are bathroom and a restaurant","aspecto: limpieza reseña: Great experience! The tour guide was very helpful and prepared. The place is pretty warm, so make sure to bring comfortable clothes and wear sunscreen. You can burn quickly because of sun reflections inside the pyramid. ( bring an umbrella) there are bathroom and a restaurant",
gm_c8ab88662957c02b,Reserva Nacional de Paracas,es,limpieza,neutro,3,alta,"Para llegar se maneja por una pista asfaltada y afirmada. Es fácil llegar con el Waze. Para entrar a la playa pedirán los tickets que se pagaron en entrada a la reserva Estacionamiento ""oficial"" pequeño. En verano de seguro estacionan en el camino No hay señal de internet en la playa No hay baño en la arena... Debes subir a estacionamiento para acceder a baño. La playa en si es MUY bonita. Fui en invierno... La dinámica de verano debe ser distinta","aspecto: limpieza reseña: Para llegar se maneja por una pista asfaltada y afirmada. Es fácil llegar con el Waze. Para entrar a la playa pedirán los tickets que se pagaron en entrada a la reserva Estacionamiento ""oficial"" pequeño. En verano de seguro estacionan en el camino No hay señal de internet en la playa No hay baño en la arena... Debes subir a estacionamiento para acceder a baño. La playa en si es MUY bonita. Fui en invierno... La dinámica de verano debe ser distinta",
gm_038665fcf0fa7618,Santuario Histórico de Machu Picchu,en,limpieza,neutro,5,media,"Most travellers' dream to get here. Toilet is available in the main entrance. They are very strict now, they won't let you in unless it's on or after your scheduled entry on your ticket. There are licensed tour guides wandering around, we paid $60 for myself and my wife. This involves 2 hours of guided tour and 2 hours on your own. You get a map. Overall - great value for money as the tour guide is also your photographer and the information is priceless. We wouldn't have known the significance of what we were looking if we wandered around without a guide. There were quite a few who opted out but eventually we allowed 3 blokes to join us as it seems pointless unless you know the intricate details of this amazing city. Truly a memorable experience. Bus ride return from Aguas Calientes costs $24 per person. Takes roughly 20 mins through winding mountain road.","aspecto: limpieza reseña: Most travellers' dream to get here. Toilet is available in the main entrance. They are very strict now, they won't let you in unless it's on or after your scheduled entry on your ticket. There are licensed tour guides wandering around, we paid $60 for myself and my wife. This involves 2 hours of guided tour and 2 hours on your own. You get a map. Overall - great value for money as the tour guide is also your photographer and the information is priceless. We wouldn't have known the significance of what we were looking if we wandered around without a guide. There were quite a few who opted out but eventually we allowed 3 blokes to join us as it seems pointless unless you know the intricate details of this amazing city. Truly a memorable experience. Bus ride return from Aguas Calientes costs $24 per person. Takes roughly 20 mins through winding mountain road.",
gm_1907f818c98b2655,Valle del Colca,es,limpieza,neutro,5,media,"Hermoso paisaje, los baños termales increíbles y tuve la oportunidad de ver un volcán en actividad","aspecto: limpieza reseña: Hermoso paisaje, los baños termales increíbles y tuve la oportunidad de ver un volcán en actividad",
gm_72229912335a4418,Centro Histórico de Lima,es,limpieza,neutro,5,media,"Un bello lugar, se agradece que siempre se preocupen tanto de la limpieza y decoración. Lugares que vale la pena recorrer al 100% de Lima...un imperdible!","aspecto: limpieza reseña: Un bello lugar, se agradece que siempre se preocupen tanto de la limpieza y decoración. Lugares que vale la pena recorrer al 100% de Lima...un imperdible!",
gm_e218b94748acdaf7,Circuito Mágico del Agua,es,limpieza,neutro,3,alta,El espectáculo de las fuentes es una belleza tiene una duración aprox de 15mins. La tarifa es la misma visitando Nov/2023 aunque esté al 50% por trabajos de mantenimiento. Le doy 3 estrellas porque aparte de pagar entrada al parque debes pagar el baño si necesitas y es un total asco no quiero entrar en detalles.,aspecto: limpieza reseña: El espectáculo de las fuentes es una belleza tiene una duración aprox de 15mins. La tarifa es la misma visitando Nov/2023 aunque esté al 50% por trabajos de mantenimiento. Le doy 3 estrellas porque aparte de pagar entrada al parque debes pagar el baño si necesitas y es un total asco no quiero entrar en detalles.,
gm_9c0a22321ae5b48b,Ciudadela de Kuélap,es,limpieza,neutro,4,media,"La fortaleza de kuelap es un lugar que debes visitar si o si estás en Chachapoyas , actualmente se encuentra en reconstrucción y no tienes acceso a todas las salas , pero la cultura que vivió ahí fue fascinante y sus obras de ingeniera lo mejor . Antes de ingresar hay un museo y baños asi como una terraza para comer y beber algo . Dentro de kuelap ( aprox unas 3 horas no encontrarás nada de esto ). Para llegar ahí debes usar las telecabinas ( 20 soles ) o tomar un taxi desde chachapoyas .","aspecto: limpieza reseña: La fortaleza de kuelap es un lugar que debes visitar si o si estás en Chachapoyas , actualmente se encuentra en reconstrucción y no tienes acceso a todas las salas , pero la cultura que vivió ahí fue fascinante y sus obras de ingeniera lo mejor . Antes de ingresar hay un museo y baños asi como una terraza para comer y beber algo . Dentro de kuelap ( aprox unas 3 horas no encontrarás nada de esto ). Para llegar ahí debes usar las telecabinas ( 20 soles ) o tomar un taxi desde chachapoyas .",
gm_8dcc73041f3a7507,Monasterio de Santa Catalina,es,limpieza,neutro,5,media,"Este monasterio ha sido el lugar que más me ha gustado en Arequipa y uno de mis preferidos de Perú. Se trata de una pequeña ciudad en el corazón de una gran ciudad formada por calles y patios a los que asoman un incontable número de celdas de las monjas que antaño habitaron el lugar y que poco tienen que ver con lo que podemos imaginar debe ser el lugar que recogimiento de una monja de clausura. Aquellas monjas eran hijas de buenas familias y entraban al convento con un gran ajuar, lujosos muebles e incluso sus propias criadas, por esos sus celdas (que en muchos casos construyeron para ellas sus propias familias) son como pequeñas viviendas con diferentes salas. El lugar llama la atención sobre todo por el color de las paredes, que pasa del rojizo al azul, e incluso al blanco inmaculado decorado por el rojo de los geranios y que tanto recuerda a Andalucia. Muy llamativas las salas dedicadas a las cocinas, la plaza Zocozover con su fuente y el baño. Aunque el precio es elevado, merece la pena pagarlo. Al entrar te entregan un plano para recorrer sin problema todo el complejo.","aspecto: limpieza reseña: Este monasterio ha sido el lugar que más me ha gustado en Arequipa y uno de mis preferidos de Perú. Se trata de una pequeña ciudad en el corazón de una gran ciudad formada por calles y patios a los que asoman un incontable número de celdas de las monjas que antaño habitaron el lugar y que poco tienen que ver con lo que podemos imaginar debe ser el lugar que recogimiento de una monja de clausura. Aquellas monjas eran hijas de buenas familias y entraban al convento con un gran ajuar, lujosos muebles e incluso sus propias criadas, por esos sus celdas (que en muchos casos construyeron para ellas sus propias familias) son como pequeñas viviendas con diferentes salas. El lugar llama la atención sobre todo por el color de las paredes, que pasa del rojizo al azul, e incluso al blanco inmaculado decorado por el rojo de los geranios y que tanto recuerda a Andalucia. Muy llamativas las salas dedicadas a las cocinas, la plaza Zocozover con su fuente y el baño. Aunque el precio es elevado, merece la pena pagarlo. Al entrar te entregan un plano para recorrer sin problema todo el complejo.",
gm_4d1f5230ece7235b,Museo Tumbas Reales del Señor de Sipán,es,limpieza,neutro,5,media,"Grande, con bastante información, piezas bien conservadas, se debería mejorar la limpieza y dar mantenimiento a las luces","aspecto: limpieza reseña: Grande, con bastante información, piezas bien conservadas, se debería mejorar la limpieza y dar mantenimiento a las luces",
gm_fef002e433c4856e,Museo de Sitio Huaca Pucllana,en,limpieza,neutro,5,media,"Thanks to the tour guide, this was probably one of the most interesting places of our visit to Peru. Book tickets in advance, the tour takes about an hour and you will learn all about this interesting structure and the people who lived there, including why the bricks are placed vertically instead of horizontally. There are plenty of opportunities for photos and the views are great. There's a little waiting area inside the gate with access to a toilet if you're early or you can visit the cafe outside the gate if you want. Do not leave this place off your trip to Peru.","aspecto: limpieza reseña: Thanks to the tour guide, this was probably one of the most interesting places of our visit to Peru. Book tickets in advance, the tour takes about an hour and you will learn all about this interesting structure and the people who lived there, including why the bricks are placed vertically instead of horizontally. There are plenty of opportunities for photos and the views are great. There's a little waiting area inside the gate with access to a toilet if you're early or you can visit the cafe outside the gate if you want. Do not leave this place off your trip to Peru.",
gm_f1912ed032314314,Reserva Nacional de Paracas,es,limpieza,neutro,3,alta,Regular porque en los Baños no hay una buena atención y ya no parece reserva porque hay mucha gente,aspecto: limpieza reseña: Regular porque en los Baños no hay una buena atención y ya no parece reserva porque hay mucha gente,
