review_uid,destination,language_review,aspecto,stars,sentiment_by_stars,n_cues_neg,cues_neg,calidad_senal,text_clean,input_modelo,sugerencia_heuristica,label
gm_1d0599ab37207c90,Valle del Colca,en,aforo_multitudes,3,neutro,1,not worth,media,Not bad but the quick ascent wrecks you. So many people on our tour got acute altitude sickness in a very bad way. The early morning pickup is a struggle and if I'm honest condors are great but not worth the struggle to make it through the day. The hot springs were okay but nothing to write home about.,aspecto: aforo_multitudes reseña: Not bad but the quick ascent wrecks you. So many people on our tour got acute altitude sickness in a very bad way. The early morning pickup is a struggle and if I'm honest condors are great but not worth the struggle to make it through the day. The hot springs were okay but nothing to write home about.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_e3e67a0e8849a384,Centro Histórico de Lima,es,aforo_multitudes,3,neutro,2,abandonado;sucio,alta,Centro historico de la ciudad. no muy interesante. falta mantenimiento municipal. bastante sucio y desprolijo. buena gente muy atentos todos los que les preguntamos. edificios abandonados.,aspecto: aforo_multitudes reseña: Centro historico de la ciudad. no muy interesante. falta mantenimiento municipal. bastante sucio y desprolijo. buena gente muy atentos todos los que les preguntamos. edificios abandonados.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4d2c45cfa9b72384,Circuito Mágico del Agua,es,aforo_multitudes,2,negativo,4,decepcion;lleno;no funciona;nunca,alta,"Fui hace 2 semanas y no es ni la sombra de lo que fue. El parque lleno de stands de comida y demás. Las fuentes no funcionaban como antes. La que tira el chorro alto jamás lo tiró. Según información del encargado una parte está comcesionada desde enero, razón por la cuál había una feria y para ver esa parte había que pagar otra entrada y obvio había una feria así que se perdía lo bonito del parque con sus fuentes. Una decepción realmente. Lo único bueno fue la proyección de la historia del Perú. Vivo fuera hace 2 años traté de ir con mi familia y también había una feria y no pudimos hacerlo. Y el libro de reclamaciones es virtual y te envían un código por texto para poder enviar tu queja y el código nunca llegó.","aspecto: aforo_multitudes reseña: Fui hace 2 semanas y no es ni la sombra de lo que fue. El parque lleno de stands de comida y demás. Las fuentes no funcionaban como antes. La que tira el chorro alto jamás lo tiró. Según información del encargado una parte está comcesionada desde enero, razón por la cuál había una feria y para ver esa parte había que pagar otra entrada y obvio había una feria así que se perdía lo bonito del parque con sus fuentes. Una decepción realmente. Lo único bueno fue la proyección de la historia del Perú. Vivo fuera hace 2 años traté de ir con mi familia y también había una feria y no pudimos hacerlo. Y el libro de reclamaciones es virtual y te envían un código por texto para poder enviar tu queja y el código nunca llegó.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_9b82f9bf294f8c95,Ciudadela de Kuélap,en,aforo_multitudes,5,positivo,1,closed,media,"Visited before it closed down last year but the site is breathtaking. Well worth a visit if you get the opportunity. I know quite a few people are disappointed at not being able to get close or into the site but I've travelled a lot less to see a lot less and been happy (Stonehenge is one that springs to mind). Anyway, it's worth the visit even just to stand next to a site older than the Incas in my view!","aspecto: aforo_multitudes reseña: Visited before it closed down last year but the site is breathtaking. Well worth a visit if you get the opportunity. I know quite a few people are disappointed at not being able to get close or into the site but I've travelled a lot less to see a lot less and been happy (Stonehenge is one that springs to mind). Anyway, it's worth the visit even just to stand next to a site older than the Incas in my view!",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4579f68644e8c053,Líneas y Geoglifos de Nasca y Palpa,es,aforo_multitudes,5,positivo,1,lleno,media,Patrimonio cultural lleno de muchos misterios un lugar para descubrir a o. Pañafo de la familia...,aspecto: aforo_multitudes reseña: Patrimonio cultural lleno de muchos misterios un lugar para descubrir a o. Pañafo de la familia...,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_146ec95acd448599,Monasterio de Santa Catalina,es,aforo_multitudes,5,positivo,2,lleno;nunca,alta,"Monasterio en la ciudad de Arequipa, lleno de color, sitio imprescindible para pasear por sus calles y distintos rincones. Algo para mí nunca visto. Es un complejo de calles en donde vivían las monjas. También tiene sala de exposiciones, tienda, arte sacro y jardines y terrazas","aspecto: aforo_multitudes reseña: Monasterio en la ciudad de Arequipa, lleno de color, sitio imprescindible para pasear por sus calles y distintos rincones. Algo para mí nunca visto. Es un complejo de calles en donde vivían las monjas. También tiene sala de exposiciones, tienda, arte sacro y jardines y terrazas",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_2bc432a02ee0fa37,Museo Tumbas Reales del Señor de Sipán,es,aforo_multitudes,5,positivo,2,cuidado;lleno,alta,"Wow un lugar lleno de historia, oro muy limpio y bien cuidado. Tube la oportunidad de tomar lindas foto y realizar un video.","aspecto: aforo_multitudes reseña: Wow un lugar lleno de historia, oro muy limpio y bien cuidado. Tube la oportunidad de tomar lindas foto y realizar un video.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_40c83b090ea2b667,Museo de Sitio Huaca Pucllana,en,aforo_multitudes,5,positivo,2,closed;expensive,alta,"The tour lasts approximately 1.5 hours with a tour guide who will explain the history of the site and the people who inhabited in it to the group. Our guide was very attentive and answered any and all questions we threw her way. I certainly recommend this tour for anyone staying a couple of days in Lima. Entrance is inexpensive (less than $20 soles from what I remember, and kids & elderly have steep discounts). You must make reservations in the website and pay via cash or card at the site. Take comfortable and closed-toe shoes and a mask. *yes, there are Llamas and Alpacas but you cannot touch them *","aspecto: aforo_multitudes reseña: The tour lasts approximately 1.5 hours with a tour guide who will explain the history of the site and the people who inhabited in it to the group. Our guide was very attentive and answered any and all questions we threw her way. I certainly recommend this tour for anyone staying a couple of days in Lima. Entrance is inexpensive (less than $20 soles from what I remember, and kids & elderly have steep discounts). You must make reservations in the website and pay via cash or card at the site. Take comfortable and closed-toe shoes and a mask. *yes, there are Llamas and Alpacas but you cannot touch them *",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_6332c151eb12f596,Reserva Nacional de Paracas,es,aforo_multitudes,5,positivo,2,caro;nunca,alta,"Nunca habia ido a la Reserva y me pareció muy lindo todo. Asistí con unos sobrinos argentinos de 12 y 9 años, al explicarles lo q era una reserva comenzaron a recolectar vasitos, envolturas y más. Lamentablemente mi sobrina piso algo punzante de metal q gracias a Dios no se lo clavó. Fuí a hacerle saber a los guardias y me explicaron q todos los dias limpian las playas pero q la gente no colabora eso es muy triste. Me dijeron q vaya al museo q alli me darian unos polos por colaborar con la reserva, los chicos entusiasmados quisieron ir pero lamentablemente ya no tenian polos y les regalaron un librito para pintar y desarrollar unos laberintos, les dieron también esas sintas donde se cuela el alcohol, mascarillas y un toma todo de metal muy lindo. Todo rotulado con nombre de la reserva. Felices nos retiramos del museo q por cierto es muy interesante. Gracias por alentar a los niños y motivarlos a cuidar el medio ambiente!!","aspecto: aforo_multitudes reseña: Nunca habia ido a la Reserva y me pareció muy lindo todo. Asistí con unos sobrinos argentinos de 12 y 9 años, al explicarles lo q era una reserva comenzaron a recolectar vasitos, envolturas y más. Lamentablemente mi sobrina piso algo punzante de metal q gracias a Dios no se lo clavó. Fuí a hacerle saber a los guardias y me explicaron q todos los dias limpian las playas pero q la gente no colabora eso es muy triste. Me dijeron q vaya al museo q alli me darian unos polos por colaborar con la reserva, los chicos entusiasmados quisieron ir pero lamentablemente ya no tenian polos y les regalaron un librito para pintar y desarrollar unos laberintos, les dieron también esas sintas donde se cuela el alcohol, mascarillas y un toma todo de metal muy lindo. Todo rotulado con nombre de la reserva. Felices nos retiramos del museo q por cierto es muy interesante. Gracias por alentar a los niños y motivarlos a cuidar el medio ambiente!!",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_5a3420d5eae94764,Santuario Histórico de Machu Picchu,en,aforo_multitudes,2,negativo,4,disappointing;terrible;worst,alta,"Extremely disappointing. I was wanting to come here for 20 years and when I finally got here, it was the ultimate let down as everywhere else in Latin America they have created a Latin America Disneyland. The town of aguas caliante is the WORST tourist town I've ever seen, extremely over priced, terrible quality on everything and all just to see some royal city built by slaves to be abandoned after 80 years. This is what happens when you let the normal person choose the 'new seven wonders of the world'. The ticketing system makes no sense and don't expect anyone to help you.The Salkantay trek here Is by far more adventurous, more eye opening and more enjoyable than the anticlimactic town of aguas caliante and machu Pichu. It's such a shame the Peruvian people have let this happen.","aspecto: aforo_multitudes reseña: Extremely disappointing. I was wanting to come here for 20 years and when I finally got here, it was the ultimate let down as everywhere else in Latin America they have created a Latin America Disneyland. The town of aguas caliante is the WORST tourist town I've ever seen, extremely over priced, terrible quality on everything and all just to see some royal city built by slaves to be abandoned after 80 years. This is what happens when you let the normal person choose the 'new seven wonders of the world'. The ticketing system makes no sense and don't expect anyone to help you.The Salkantay trek here Is by far more adventurous, more eye opening and more enjoyable than the anticlimactic town of aguas caliante and machu Pichu. It's such a shame the Peruvian people have let this happen.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_45f21879c9df6c11,Valle del Colca,en,aforo_multitudes,5,positivo,1,crowded,media,Nice place to hike! Start from Cabanaconde if you want to enjoy a less crowded trip.,aspecto: aforo_multitudes reseña: Nice place to hike! Start from Cabanaconde if you want to enjoy a less crowded trip.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_7a194319656fc8e0,Centro Histórico de Lima,en,aforo_multitudes,4,positivo,2,crowded;dirty,alta,"Just another main square like any other Latin-American mega city. It’s crowded, dirty, with a lot of people trying to sell you stuff of pick-pocket you.","aspecto: aforo_multitudes reseña: Just another main square like any other Latin-American mega city. It’s crowded, dirty, with a lot of people trying to sell you stuff of pick-pocket you.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_8ed1caeb1a2f688d,Circuito Mágico del Agua,es,aforo_multitudes,1,negativo,3,colas;cuidado;pesimo,alta,"Sin duda puedes disfrutarlo más de noche. Eh visto algunos extranjeros, pero también eh visto a niños perdidos, a gente en pésimo estado, hay mucho perdidos, hace MUCHA FALTA la seguridad. Esa noche de las fotos que fui, un domingo por la noche con mi familia , vi a un hombre atacando a dos mujeres con gas pimienta. Una de ella lloraba y pedía ayuda a gritos y la otra la ayudaba mientras que grababa al atacante. A unos metros de mi en pleno show histórico de las aguas de las 7pm. Este atacó a la señora eh intentó huir pero solo había uno que otro intentándolo detener y grabándolo. Además justo antes de pegar mis entradas vi a una mujer atacar a otra mujer en plena entrada con mucho niños cerca, al parecer esta le quería robar la cartera. -Deben tener mucho cuidado si van. Especialmente si van con niños -Es muy fácil perderse. -Hay enormes filas de espera, especialmente en el atardecer. (5-6pm) -Las entradas están 4 soles por persona. -Creo que también se pueden comprar por la página web. (desconozco de esta, sólo la vi en un letrero en la fila de espera) -Hay muchas ventas de adelanto de colas informales -También fuera del parque deben tener cuidado ya que es una zona algo peligrosa -Solo hay un mapa un poco más allá de la entrada, le recomiendo tomar una foto -Hay zonas muy oscuras, tengan cuidado -Si o si te vas a mojar ahí dentro Especialmente en una atracción que parece un túnel de agua y puedes pasar por debajo","aspecto: aforo_multitudes reseña: Sin duda puedes disfrutarlo más de noche. Eh visto algunos extranjeros, pero también eh visto a niños perdidos, a gente en pésimo estado, hay mucho perdidos, hace MUCHA FALTA la seguridad. Esa noche de las fotos que fui, un domingo por la noche con mi familia , vi a un hombre atacando a dos mujeres con gas pimienta. Una de ella lloraba y pedía ayuda a gritos y la otra la ayudaba mientras que grababa al atacante. A unos metros de mi en pleno show histórico de las aguas de las 7pm. Este atacó a la señora eh intentó huir pero solo había uno que otro intentándolo detener y grabándolo. Además justo antes de pegar mis entradas vi a una mujer atacar a otra mujer en plena entrada con mucho niños cerca, al parecer esta le quería robar la cartera. -Deben tener mucho cuidado si van. Especialmente si van con niños -Es muy fácil perderse. -Hay enormes filas de espera, especialmente en el atardecer. (5-6pm) -Las entradas están 4 soles por persona. -Creo que también se pueden comprar por la página web. (desconozco de esta, sólo la vi en un letrero en la fila de espera) -Hay muchas ventas de adelanto de colas informales -También fuera del parque deben tener cuidado ya que es una zona algo peligrosa -Solo hay un mapa un poco más allá de la entrada, le recomiendo tomar una foto -Hay zonas muy oscuras, tengan cuidado -Si o si te vas a mojar ahí dentro Especialmente en una atracción que parece un túnel de agua y puedes pasar por debajo",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_9e9c95ba4a6cb2e3,Ciudadela de Kuélap,en,aforo_multitudes,5,positivo,1,crowded,media,It's older then anything the Incas built and the sure it's massive. Best thing not crowded. Come up here rather than Cuzco you won't be disappointed,aspecto: aforo_multitudes reseña: It's older then anything the Incas built and the sure it's massive. Best thing not crowded. Come up here rather than Cuzco you won't be disappointed,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_70179425baa6f758,Líneas y Geoglifos de Nasca y Palpa,es,aforo_multitudes,5,positivo,1,lleno,media,"El pueblito es muy bonito lleno de adornos relacionados a las líneas de Nazca, hay miradores museos guías, el paisaje es muy bonito","aspecto: aforo_multitudes reseña: El pueblito es muy bonito lleno de adornos relacionados a las líneas de Nazca, hay miradores museos guías, el paisaje es muy bonito",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_1d5908f926aa304c,Monasterio de Santa Catalina,es,aforo_multitudes,5,positivo,2,cuidado;lleno,alta,"Precioso lugar lleno de historia. Recomiendo contratar a una guía para que les expliqué sobre el lugar. El recorrido con ella dura 1 hora aproximadamente y el pago es de 20 soles, si ustedes son muchos puedes darle más ya que ellas no reciben salarios. Varias de ellas hablan otros idiomas.Luego lo pueden recorren libremente y tomar las fotos que deseen pero sin flash. Hay un mirador, es el único. Las escaleras son empinadas así que tengan cuidado.","aspecto: aforo_multitudes reseña: Precioso lugar lleno de historia. Recomiendo contratar a una guía para que les expliqué sobre el lugar. El recorrido con ella dura 1 hora aproximadamente y el pago es de 20 soles, si ustedes son muchos puedes darle más ya que ellas no reciben salarios. Varias de ellas hablan otros idiomas.Luego lo pueden recorren libremente y tomar las fotos que deseen pero sin flash. Hay un mirador, es el único. Las escaleras son empinadas así que tengan cuidado.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_cf453ec46091dc6f,Museo Tumbas Reales del Señor de Sipán,es,aforo_multitudes,5,positivo,2,horrible,alta,"Es museo es absolutamente espectacular. Recomkendo visitarlo con guía para apreciarlo mejor. Hay algo horrible, que pongo aqui porque no se puede poner en el sitio de internet del museo: han decidido ambientar en el exterior con una música estruendosa que ni tiene sentido y además es tremendamente molesta. No sé si quieren expulsar a los extranjeros o piensan que eso va a atraee gente, pero una cosa es lamgente que quiere ir a un espectáculo musical y muy diferente los que quieren visitar un museo. Por favor, quiten eso ya!","aspecto: aforo_multitudes reseña: Es museo es absolutamente espectacular. Recomkendo visitarlo con guía para apreciarlo mejor. Hay algo horrible, que pongo aqui porque no se puede poner en el sitio de internet del museo: han decidido ambientar en el exterior con una música estruendosa que ni tiene sentido y además es tremendamente molesta. No sé si quieren expulsar a los extranjeros o piensan que eso va a atraee gente, pero una cosa es lamgente que quiere ir a un espectáculo musical y muy diferente los que quieren visitar un museo. Por favor, quiten eso ya!",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_d89e441ca5247c58,Museo de Sitio Huaca Pucllana,es,aforo_multitudes,5,positivo,2,demora;lleno,alta,"Ambiente: el ambiente es acogedor y bonito, es abierto así que si hace frío en invierno. Pero la decoración y la vista a la Huaca es hermoso Atención: la atención es 10/10 siempre los meseros son atentos y dispuestos a ayudar. No hay demoras y si reservas mucho mejor. Fui un día donde no había mucho movimiento así que me gustó más. Pero el mesero nos dijo que generalmente siempre está lleno. Comida: 9/10 comimos anticuchos lo cual no me pareció nada de otro mundo. El chupe de camarones si estaba bueno y en su punto. Pedimos salmón en las fotos.","aspecto: aforo_multitudes reseña: Ambiente: el ambiente es acogedor y bonito, es abierto así que si hace frío en invierno. Pero la decoración y la vista a la Huaca es hermoso Atención: la atención es 10/10 siempre los meseros son atentos y dispuestos a ayudar. No hay demoras y si reservas mucho mejor. Fui un día donde no había mucho movimiento así que me gustó más. Pero el mesero nos dijo que generalmente siempre está lleno. Comida: 9/10 comimos anticuchos lo cual no me pareció nada de otro mundo. El chupe de camarones si estaba bueno y en su punto. Pedimos salmón en las fotos.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_2c2399130ddd31d7,Reserva Nacional de Paracas,es,aforo_multitudes,3,neutro,1,sucia,media,La playa si es hermosa...el problema es la gente sucia que la visita...malogran todo el escenario.,aspecto: aforo_multitudes reseña: La playa si es hermosa...el problema es la gente sucia que la visita...malogran todo el escenario.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_9deec0eb47313fbc,Santuario Histórico de Machu Picchu,en,aforo_multitudes,2,negativo,4,crowded;queue;terrible,alta,"The site itself is exactly what you see in the photos. The views around are nice. It's very crowded though, and buying tickets is a bureaucratic nightmare: You have to queue for a number that allows you to buy a ticket at a certain time. Then have to come back at that time, listen for your number (which is called out by some guy in Spanish to a crowd of hundreds), then queue again. Then you have to pick one of 6 routes and 3 additions, most of which will no longer be available in the upcoming days, depending on your luck. The routes that are available usually don't allow entrance to the actual site since those are booked way in advance via a terrible online system. If you want to go at the start of the year, you cannot book tickets in advance, because you can only by tickets for the current year. Also, this online system is down or unresponsive for most of January. Even though we booked through an agency 6 months in advance, they were not able to secure our tickets so we had to queue. In the end, our group were not able to actually visit the site, only take a photo from top.... There are so many nice things to see in Peru and South America... Including much larger and more impressive Inca settlements, which are much cheaper or even free to visit... It's really a shame the Peruvian makes it so difficult to visit this place. Unless you really really want to visit Machu Picchu, I would recommend spending your time elsewhere.","aspecto: aforo_multitudes reseña: The site itself is exactly what you see in the photos. The views around are nice. It's very crowded though, and buying tickets is a bureaucratic nightmare: You have to queue for a number that allows you to buy a ticket at a certain time. Then have to come back at that time, listen for your number (which is called out by some guy in Spanish to a crowd of hundreds), then queue again. Then you have to pick one of 6 routes and 3 additions, most of which will no longer be available in the upcoming days, depending on your luck. The routes that are available usually don't allow entrance to the actual site since those are booked way in advance via a terrible online system. If you want to go at the start of the year, you cannot book tickets in advance, because you can only by tickets for the current year. Also, this online system is down or unresponsive for most of January. Even though we booked through an agency 6 months in advance, they were not able to secure our tickets so we had to queue. In the end, our group were not able to actually visit the site, only take a photo from top.... There are so many nice things to see in Peru and South America... Including much larger and more impressive Inca settlements, which are much cheaper or even free to visit... It's really a shame the Peruvian makes it so difficult to visit this place. Unless you really really want to visit Machu Picchu, I would recommend spending your time elsewhere.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_768c08e71529e4cc,Valle del Colca,en,aforo_multitudes,4,positivo,1,crowded,media,Great place to visit.. Hike to the Cruz del Condor viewpoint was easy..the viewpoint was very crowded but it was worth the visit,aspecto: aforo_multitudes reseña: Great place to visit.. Hike to the Cruz del Condor viewpoint was easy..the viewpoint was very crowded but it was worth the visit,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_0286a89ae1c4ef26,Centro Histórico de Lima,es,aforo_multitudes,4,positivo,2,cuidado;tumulto,alta,"Como toda ciudad con influencia española pueden verlo reflejado en la forma de su plaza y arquitectura. A sus alrededores encuentran la catedral de Lima, el Palacio de Gobierno, el edificio municipal y cerca el conocido jiron de la Unión donde hay muchas tiendas (saga Falabella, oechsle, un Ripley pequeño, muchas tiendas de zapatos entre otros). Siempre es mejor tener precaución con sus cosas cuando se está por el centro ya que es un lugar turístico. Particularmente no me ha pasado nada pero siempre es mejor andar con cuidado, sobre todo cuando hay tumulto de gente. Pienso que las fotos más bonitas salen en época de verano ya que el cielo limeño usualmente es gris y en época de verano sale más celeste.","aspecto: aforo_multitudes reseña: Como toda ciudad con influencia española pueden verlo reflejado en la forma de su plaza y arquitectura. A sus alrededores encuentran la catedral de Lima, el Palacio de Gobierno, el edificio municipal y cerca el conocido jiron de la Unión donde hay muchas tiendas (saga Falabella, oechsle, un Ripley pequeño, muchas tiendas de zapatos entre otros). Siempre es mejor tener precaución con sus cosas cuando se está por el centro ya que es un lugar turístico. Particularmente no me ha pasado nada pero siempre es mejor andar con cuidado, sobre todo cuando hay tumulto de gente. Pienso que las fotos más bonitas salen en época de verano ya que el cielo limeño usualmente es gris y en época de verano sale más celeste.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c0371435fc5c7091,Circuito Mágico del Agua,es,aforo_multitudes,1,negativo,3,colas;horrible,alta,"Este lugar solía ser muy bonito y limpio. Ahora parece un mercado ambulante dentro, hay pequeñas ferias dentro del parque pero tienes que pagar otro precio adicional además de la entrada, la comida adentro es cara y es horrible. Cuando empieza el show de música y luces hay colas de cómo 5 cuadras y sigue la mafia de los vendedores de cola que hacen lo que les da la gana y afuera no hay nadie quien controle eso.","aspecto: aforo_multitudes reseña: Este lugar solía ser muy bonito y limpio. Ahora parece un mercado ambulante dentro, hay pequeñas ferias dentro del parque pero tienes que pagar otro precio adicional además de la entrada, la comida adentro es cara y es horrible. Cuando empieza el show de música y luces hay colas de cómo 5 cuadras y sigue la mafia de los vendedores de cola que hacen lo que les da la gana y afuera no hay nadie quien controle eso.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_02533990227cc434,Ciudadela de Kuélap,es,aforo_multitudes,5,positivo,1,lleno,media,"Un lugar magestuoso lleno dr historia, Cultura misterio un lugar increible una experiencia vivida que jamas olvidare..la recomiendo","aspecto: aforo_multitudes reseña: Un lugar magestuoso lleno dr historia, Cultura misterio un lugar increible una experiencia vivida que jamas olvidare..la recomiendo",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_864b9b23503c70f9,Líneas y Geoglifos de Nasca y Palpa,es,aforo_multitudes,4,positivo,1,lleno,media,"Un lugar lleno de misterios que merece la pena ver. Subimos en avioneta a verlas después de regatear en el aeropuerto y aunque esperábamos que las figuras fuesen más grandes, al igual que en las fotos que hay en internet, fue una experiencia increíble.","aspecto: aforo_multitudes reseña: Un lugar lleno de misterios que merece la pena ver. Subimos en avioneta a verlas después de regatear en el aeropuerto y aunque esperábamos que las figuras fuesen más grandes, al igual que en las fotos que hay en internet, fue una experiencia increíble.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_7ea274e95dd28357,Monasterio de Santa Catalina,es,aforo_multitudes,5,positivo,2,cuidado;lleno,alta,"Increíble lo grande y hermoso, tiene muchísimas pinturas en los techos. Está lleno de historia y está muy bien preservado y cuidado, tanto las antigüedades como los jardines y pintura de los muros.","aspecto: aforo_multitudes reseña: Increíble lo grande y hermoso, tiene muchísimas pinturas en los techos. Está lleno de historia y está muy bien preservado y cuidado, tanto las antigüedades como los jardines y pintura de los muros.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_e3851acec23bff80,Museo Tumbas Reales del Señor de Sipán,es,aforo_multitudes,5,positivo,2,cuidado;rude,alta,"Realmente el museo es muy lindo, las piezas que verán son extraordinarias, pueden ir en la mañana hay poca gente, pueden contratar a un guía que les haga el tour o hacerlos solos, no está prohibido usar cámaras, lo único que es te prohíben usar es el flash, así que tengan cuidado porfavor ya que ví algún par de imprudentes usar el flash y eso daña las piezas, lo malo es que no hay adentro nadie que regule ese detalle, así que tengan cuidado :)","aspecto: aforo_multitudes reseña: Realmente el museo es muy lindo, las piezas que verán son extraordinarias, pueden ir en la mañana hay poca gente, pueden contratar a un guía que les haga el tour o hacerlos solos, no está prohibido usar cámaras, lo único que es te prohíben usar es el flash, así que tengan cuidado porfavor ya que ví algún par de imprudentes usar el flash y eso daña las piezas, lo malo es que no hay adentro nadie que regule ese detalle, así que tengan cuidado :)",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_0677f1dc52605d09,Museo de Sitio Huaca Pucllana,en,aforo_multitudes,2,negativo,1,filthy,alta,"I visited the archaeological site today, and although the tour was interesting, I was shocked by the living standards of the animals on the site, present to illustrate the resources of the ancient people. There were ducks with no access to fresh water, which is part of their essential living environment - instead they had a stagnant, filthy puddle and were surrounded by their own waste. The guinea pigs were also living in tiny pens, covered in their own waste. I would ask the site management to please rethink the provisions they are giving to these animals - perhaps even charging a slightly higher ticket price to allow for a better environment. The current living standards are really not appropriate, and lets down an otherwise good value tour.","aspecto: aforo_multitudes reseña: I visited the archaeological site today, and although the tour was interesting, I was shocked by the living standards of the animals on the site, present to illustrate the resources of the ancient people. There were ducks with no access to fresh water, which is part of their essential living environment - instead they had a stagnant, filthy puddle and were surrounded by their own waste. The guinea pigs were also living in tiny pens, covered in their own waste. I would ask the site management to please rethink the provisions they are giving to these animals - perhaps even charging a slightly higher ticket price to allow for a better environment. The current living standards are really not appropriate, and lets down an otherwise good value tour.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_48a7afc3346a7c78,Reserva Nacional de Paracas,es,aforo_multitudes,3,neutro,1,sucia,media,"Ideal para visitarlo en día de semana, fin de semana es muy cargado de gente. Un poco sucia por las aves que andan por ahí pero se disfruta por el disminuido tamaño de las olas","aspecto: aforo_multitudes reseña: Ideal para visitarlo en día de semana, fin de semana es muy cargado de gente. Un poco sucia por las aves que andan por ahí pero se disfruta por el disminuido tamaño de las olas",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_7351779cdda3965b,Santuario Histórico de Machu Picchu,en,aforo_multitudes,5,positivo,3,crowded;overcrowded;queue,alta,They allow 2500 visitors a day split in AM & PM visit blocks. Top tip : it is worth to queue at 4.30am for the first buses that start taking you up from 5.30am as it is still relatively quiet by the time u arrive around 6am. They sell coffe / tea / brekkie on the roadside (bonus). Come 10am the place is overcrowded. Aim to leave by 11.30 am otherwise there is a 45min wait for buses. There is a man selling cans of beers to the queue though :),aspecto: aforo_multitudes reseña: They allow 2500 visitors a day split in AM & PM visit blocks. Top tip : it is worth to queue at 4.30am for the first buses that start taking you up from 5.30am as it is still relatively quiet by the time u arrive around 6am. They sell coffe / tea / brekkie on the roadside (bonus). Come 10am the place is overcrowded. Aim to leave by 11.30 am otherwise there is a 45min wait for buses. There is a man selling cans of beers to the queue though :),negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_992c6b1a3962a767,Valle del Colca,en,aforo_multitudes,5,positivo,1,worst,media,"This place is just wonderful anytime. The power of nature and the beauty of the worst is insane. I enjoyed the hiking treks, discovering traditions, meetings with local people, and to we their lives in their natural environment. It was just a whole life experience and I would love to do it anytime and again. Thank you 🌞🇵🇪","aspecto: aforo_multitudes reseña: This place is just wonderful anytime. The power of nature and the beauty of the worst is insane. I enjoyed the hiking treks, discovering traditions, meetings with local people, and to we their lives in their natural environment. It was just a whole life experience and I would love to do it anytime and again. Thank you 🌞🇵🇪",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_0b86df36efbdb9f4,Centro Histórico de Lima,es,aforo_multitudes,4,positivo,2,lleno;scam,alta,"Lugar muy bonito y lleno de historia, ideal para los mochileros que buscamos una fotografía buena, se siente uno tranquilo, agusto y realmente seguro,","aspecto: aforo_multitudes reseña: Lugar muy bonito y lleno de historia, ideal para los mochileros que buscamos una fotografía buena, se siente uno tranquilo, agusto y realmente seguro,",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
